openml_task,flow,area_under_roc_curve,NumberOfBinaryFeatures,MajorityClassSize,PercentageOfInstancesWithMissingValues,NumberOfInstances,NumberOfClasses,NumberOfInstancesWithMissingValues,NumberOfSymbolicFeatures,PercentageOfMissingValues,NumberOfFeatures,MinorityClassSize,PercentageOfBinaryFeatures,Dimensionality,PercentageOfNumericFeatures,NumberOfMissingValues,PercentageOfSymbolicFeatures,MajorityClassPercentage,NumberOfNumericFeatures
banana_task-10091,ctree,0.777864,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,dbnDNN,0.52942,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,gbm,0.5,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,glmboost,0.518159,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,glmnet,0.520268,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,hdrda,0.518238,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,IBk,0.8673,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,J48,0.882454,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,JRip,0.882204,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,kknn,0.883755,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,ksvm,0.901854,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,lda,0.517817,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,LiblineaRL1LogReg,0.518198,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,LiblineaRL2LogReg,0.518369,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,logreg,0.517988,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,lqa,0.521014,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,mda,0.806982,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,mlp,0.862302,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,multinom,0.517988,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,naiveBayes,0.58572,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,neuralnet,0.604629,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,nnet,0.765279,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,nnTrain,0.520475,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,nodeHarvest,0.749462,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,OneR,0.667983,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,pamr,0.5,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,PART,0.864802,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,plr,0.517988,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,plsdaCaret,0.519316,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,probit,0.518553,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,qda,0.596701,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,randomForest,0.891475,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,randomForestSRC,0.881755,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,ranger,0.888279,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,rda,0.604726,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,rotationForest,0.884439,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,rpart,0.835892,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,saeDNN,0.536941,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,sda,0.516225,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,sparseLDA,0.518698,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,svm,0.899263,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,xgboost,0.871154,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banana_task-10091,xyf,0.889411,1,2924,0,5300,2,0,1,0,3,2376,33.33333333333333,5.660377358490566e-4,66.66666666666666,0,33.33333333333333,55.16981132075471,2
banknote-authentication_task-10093,ada,0.996556,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,avNNet,1,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,bartMachine,0.998031,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,bdk,0.997868,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,binomial,0.987537,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,blackboost,0.986554,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,boosting,0.998031,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,cforest,0.972452,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,ctree,0.972779,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,dbnDNN,0.566634,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,extraTrees,0.999344,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,gbm,0.5,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,glmboost,0.961785,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,glmnet,0.979824,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,hdrda,0.979003,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,IBk,0.998688,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,J48,0.984751,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,JRip,0.987701,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,kknn,0.998688,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,ksvm,1,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,lda,0.979003,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,LiblineaRL1LogReg,0.99016,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,LiblineaRL2LogReg,0.990979,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,logreg,0.987537,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,lqa,0.985074,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,mda,0.981627,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,mlp,1,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,multinom,0.987537,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,naiveBayes,0.833566,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,nnet,0.998361,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,nnTrain,0.987701,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,nodeHarvest,0.936709,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,OneR,0.829452,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,pamr,0.785874,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,PART,0.985571,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,plr,0.987537,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,plsdaCaret,0.96293,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,probit,0.987537,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,qda,0.986877,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,randomForest,0.994424,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,randomForestSRC,0.992294,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,ranger,0.990654,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,rda,0.98622,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,rotationForest,0.998031,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,rpart,0.968016,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,saeDNN,0.588277,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,sda,0.979003,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,sparseLDA,0.857377,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,svm,1,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,xgboost,0.934405,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
banknote-authentication_task-10093,xyf,0.998688,1,762,0,1372,2,0,1,0,5,610,20,0.0036443148688046646,80,0,20,55.539358600583085,4
blogger_task-10094,ada,0.706801,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,avNNet,0.814338,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,bartMachine,0.643382,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,binomial,0.667279,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,blackboost,0.5,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,boosting,0.792279,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,cforest,0.619485,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,ctree,0.655331,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,gbm,0.5,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,glmboost,0.651654,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,glmnet,0.636029,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,IBk,0.838235,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,J48,0.674632,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,JRip,0.707721,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,kknn,0.790441,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,ksvm,0.736213,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,lda,0.651654,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,logreg,0.667279,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,mda,0.696691,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,multinom,0.667279,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,naiveBayes,0.690257,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,nnet,0.801471,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,OneR,0.595588,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,PART,0.66636,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,plr,0.667279,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,probit,0.667279,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,randomForest,0.829963,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,randomForestSRC,0.82261,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,ranger,0.821691,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,rda,0.768382,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,rotationForest,0.698529,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,rpart,0.650735,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
blogger_task-10094,svm,0.611213,3,68,0,100,2,0,6,0,6,32,50,0.06,0,0,100,68,0
breast-tissue_task-10095,avNNet,0.607195,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,bdk,0.628965,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,boosting,0.612614,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,cforest,0.634713,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,ctree,0.594102,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,dbnDNN,0.494678,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,extraTrees,0.672841,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,gbm,0.608513,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,glmnet,0.634229,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,IBk,0.579248,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,J48,0.605524,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,JRip,0.603309,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,kknn,0.634885,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,ksvm,0.671569,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,lda,0.625482,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,LiblineaRL1LogReg,0.611829,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,LiblineaRL2LogReg,0.611829,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,mda,0.614542,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,mlp,0.493465,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,multinom,0.629985,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,naiveBayes,0.687154,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,nnet,0.528092,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,nnTrain,0.537675,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,OneR,0.572321,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,PART,0.640428,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,qda,0.638356,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,randomForest,0.690577,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,randomForestSRC,0.690839,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,ranger,0.663019,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,rda,0.675756,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,rpart,0.593578,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,saeDNN,0.494678,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,sda,0.621794,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,sparseLDA,0.529936,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,svm,0.688316,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,xgboost,0.613201,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
breast-tissue_task-10095,xyf,0.596727,0,22,0,106,6,0,1,0,10,14,0,0.09433962264150944,90,0,10,20.754716981132077,9
chess_task-3952,avNNet,0.650482,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,boosting,0.589906,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,gbm,0.562718,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,glmnet,0.592048,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,IBk,0.846888,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,J48,0.755596,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,JRip,0.654677,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,kknn,0.721224,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,ksvm,0.823446,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,lda,0.641631,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,mda,0.641909,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,multinom,0.658488,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,naiveBayes,0.637894,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,nnet,0.63945,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,OneR,0.559596,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,PART,0.74403300000000006,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,randomForest,0.854421,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,randomForestSRC,0.929278,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,ranger,0.841704,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,rda,0.723447,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,rpart,0.583512,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
chess_task-3952,svm,0.68441,0,4553,0,28056,18,0,7,0,8,27,0,2.8514399771884804e-4,12.5,0,87.5,16.228257770173936,1
PieChart1_task-10097,ada,0.604661,1,644,0,705,2,0,1,0,38,61,2.631578947368421,0.05390070921985816,97.36842105263158,0,2.631578947368421,91.34751773049645,37
PieChart1_task-10097,avNNet,0.5,1,644,0,705,2,0,1,0,38,61,2.631578947368421,0.05390070921985816,97.36842105263158,0,2.631578947368421,91.34751773049645,37
PieChart1_task-10097,bdk,0.498447,1,644,0,705,2,0,1,0,38,61,2.631578947368421,0.05390070921985816,97.36842105263158,0,2.631578947368421,91.34751773049645,37
PieChart1_task-10097,binomial,0.61562,1,644,0,705,2,0,1,0,38,61,2.631578947368421,0.05390070921985816,97.36842105263158,0,2.631578947368421,91.34751773049645,37
